#{"t_start": 1785736643.2448115, "env_id": "None"}
r,l,t
-28.75688,10,139.927364
-13.743606,3,139.996255
59.087947,6,140.335188
-8.361146,5,140.669947
-10.969955,7,140.988594
-14.24863,3,141.393695
-13.486781,3,141.681234
-13.679355,3,141.741423
54.206888,4,142.054412
-14.742651,3,142.113606
-10.804887,4,142.565606
59.070881,6,142.682966
-23.111683,9,142.814143
-15.160972,3,143.012796
-6.874248,6,143.06288
-9.191598,5,143.130938
58.251499,6,143.199337
-12.221704,4,143.293336
-9.301813,6,143.44716
51.022438,8,143.596987
53.379178,4,143.700325
-35.510232,11,143.845496
-14.431017,3,143.931159
-9.544464,5,144.291652
-13.560691,3,144.371824
-13.580219,3,144.499699
-12.100895,4,144.581479
-14.496791,3,144.657721
-9.821182,6,145.157195
-13.59265,3,145.321842
53.242573,4,145.41812
-14.808627,3,145.692337
-22.471688,9,145.943424
55.897263,5,146.060325
-11.9665,4,146.373842
-14.165351,3,146.44523
-14.632499,3,146.536273
-14.728581,3,146.593968
58.84972,6,146.711209
-14.478422,3,146.785347
-15.226705,3,146.855327
53.190833,4,147.035215
-14.291364,3,147.119818
-12.102716,4,147.212296
-12.699484,4,147.350571
52.91338,4,147.535696
-15.675439,3,147.609292
-12.450495,4,147.680047
-12.625208,4,147.738106
-13.486839,3,147.958129
-14.485704,3,148.030674
-14.357352,3,148.103942
-14.419154,3,148.178045
37.107544,10,148.288381
-11.874286,4,148.424195
56.766945,7,148.624903
53.188122,4,148.84481
-12.558453,4,148.901429
-12.277401,4,149.241998
-7.888769,5,149.532569
59.068579,6,149.617347
43.431823,9,149.914873
-14.622168,3,149.986036
-8.67487,5,150.293084
-14.30385,3,150.514168
57.953,5,150.605856
56.942543,5,150.789435
57.954696,5,150.867556
-11.845572,4,150.995831
-12.397656,4,151.065125
-10.806797,4,151.35961
-13.494249,3,151.529534
53.189678,8,151.630782
53.581756,4,151.870552
-8.401219,6,152.012006
-13.488005,3,152.082674
52.437022,8,152.16206
37.959962,10,152.279789
50.649655,3,152.442598
-13.491384,3,152.661051
-14.476346,3,152.748222
-7.046384,5,152.855237
-10.06445,7,152.917541
-12.616366,4,152.978606
-8.182367,6,153.100481
-11.492125,4,153.16395
-11.473643,4,153.230562
-11.45944,4,153.385318
56.796205,5,153.498406
-14.768246,3,153.575584
-11.513523,4,153.634275
-14.570029,3,153.693677
-34.778336,11,153.952041
-12.769504,4,154.112544
-7.296237,6,154.259398
-14.368007,3,154.549599
-14.496791,3,154.623934
-9.397976,7,155.014019
-11.859587,4,155.122806
-13.486627,3,155.411437
57.943119,5,155.551088
54.207762,4,155.793369
-14.424465,3,156.076343
-14.133296,3,156.361696
-12.497295,4,156.424922
-12.823561,4,156.563611
-15.195355,3,156.68081
-15.178833,3,156.772497
-13.478961,3,156.951521
